premise,hypothesis,label,triplet_nr,measure_1,range_bin,triplet_avg_measure_1
A brown dog runs on the sand carrying a stick.,The dog is white and is running in the grass.,2,27755,0.1800565432710003,1,0.27335293578032865
A brown dog runs on the sand carrying a stick.,The dog is playing fetch.,1,27755,0.21481116491361987,1,0.27335293578032865
"Many people wearing numbers, hats and jackets are running in a race.",The people are waiting to get into a football stadium.,2,2994,0.1595020279521682,1,0.27278964854092197
"Many people wearing numbers, hats and jackets are running in a race.",Lots pf people are wearing numbers and clothes seem to be in a race.,0,2994,0.43705785435092215,3,0.27278964854092197
"Many people wearing numbers, hats and jackets are running in a race.",The people are walking towards a start line with numbers.,1,2994,0.2218090633196756,1,0.27278964854092197
A young boy runs through the sandy corridors of a rock garden maze.,A little boy running through a maze,0,46928,0.264968374504784,1,0.2727180991564205
A young boy runs through the sandy corridors of a rock garden maze.,A boy standing in a rock garden maze,2,46928,0.3343925455103116,2,0.2727180991564205
A young boy runs through the sandy corridors of a rock garden maze.,A young boy playing,1,46928,0.2187933774541659,1,0.2727180991564205
Man in hiking gear tying his shoe.,a man tying his shoe,0,10238,0.5205901855376719,3,0.2717612983410219
Man in hiking gear tying his shoe.,he is wearing high heels,2,10238,0.0,0,0.2717612983410219
Man in hiking gear tying his shoe.,he is wearing high heels,2,10238,0.0,0,0.2717612983410219
Man in hiking gear tying his shoe.,The person tying their shoe is a man.,0,10238,0.2946937094853938,2,0.2717612983410219
Man in hiking gear tying his shoe.,The person tying their shoe is a man.,0,10238,0.2946937094853938,2,0.2717612983410219
Man in hiking gear tying his shoe.,a man tying his shoe,0,10238,0.5205901855376719,3,0.2717612983410219
Muscular man taking pictures of a lake with boats.,A man is taking pictures of the scenery at a lake.,0,51438,0.4684543565312783,3,0.2716790250383468
Muscular man taking pictures of a lake with boats.,A man is taking pictures for his photo collection,1,51438,0.25319186192195015,1,0.2716790250383468
Muscular man taking pictures of a lake with boats.,The man is memorizing the scenery in his head.,2,51438,0.09339085666181189,0,0.2716790250383468
"Closeup of a man holding a baby, wrapped in a blue blanket, to his shoulder.",A man is holding a baby to his shoulder.,0,150943,0.5011377081837053,3,0.270564518425287
"Closeup of a man holding a baby, wrapped in a blue blanket, to his shoulder.",The woman is holding the baby on her lap.,2,150943,0.12428308550419534,0,0.270564518425287
"Closeup of a man holding a baby, wrapped in a blue blanket, to his shoulder.",The man is the father of the baby.,1,150943,0.1862727615879604,1,0.270564518425287
A woman wearing a red dress is playing a string instrument.,A women is creating music with an instrument.,0,16504,0.22237157019483345,1,0.26901114704408835
A woman wearing a red dress is playing a string instrument.,The man is playing an instrument.,2,16504,0.2965466107126997,2,0.26901114704408835
A woman wearing a red dress is playing a string instrument.,A women is playing a violin.,1,16504,0.2881152602247319,2,0.26901114704408835
A young girl in a white dress watches bubbles while a woman and girl toddler observe.,A girl is watching bubbles.,0,174779,0.2488739253373679,1,0.26863720436244226
A young girl in a white dress watches bubbles while a woman and girl toddler observe.,A girl is watching bubbles while others observe.,0,174779,0.34470303192413676,2,0.26863720436244226
A young girl in a white dress watches bubbles while a woman and girl toddler observe.,A woman is blowing bubbles.,2,174779,0.212334655825822,1,0.26863720436244226
The ponies look like they love each other.,There are animals.,0,124169,0.049999999999999996,0,0.26848178993997646
The ponies look like they love each other.,The two ponies are fighting.,2,124169,0.2263496264520814,1,0.26848178993997646
The ponies look like they love each other.,The female ponies love each other,1,124169,0.5290957433678479,3,0.26848178993997646
Two black men standing in front of a light pole.,There are no black men.,2,145427,0.1999979147944585,1,0.26848090944371733
Two black men standing in front of a light pole.,Two black men are talking.,1,145427,0.3027224067683467,2,0.26848090944371733
Two black men standing in front of a light pole.,There are two black men.,0,145427,0.3027224067683467,2,0.26848090944371733
A group of people is posing for a photo in a hot air balloon.,People are photographed in a hot air balloon.,0,156401,0.44284586107236557,3,0.26831218585641065
A group of people is posing for a photo in a hot air balloon.,People are swimming.,2,156401,0.11946248604767723,0,0.26831218585641065
A group of people is posing for a photo in a hot air balloon.,People are posing to the photo.,1,156401,0.2426282104491892,1,0.26831218585641065
A team of soccer players all dressed in white and green two of these male players are looking at a phone smiling.,A soccer team waits for the game to start.,1,159143,0.12418869703276009,0,0.26826720796467307
A team of soccer players all dressed in white and green two of these male players are looking at a phone smiling.,Two soccer players run after a ball.,2,159143,0.21351064664992925,1,0.26826720796467307
A team of soccer players all dressed in white and green two of these male players are looking at a phone smiling.,Two soccer players are looking at a phone.,0,159143,0.4671022802113298,3,0.26826720796467307
A dog is jumping playing with a ball that has broken.,A dog jumps as he plays with a broken ball.,0,132735,0.3645029870108215,2,0.2681016469791199
A dog is jumping playing with a ball that has broken.,A dog eats his food.,2,132735,0.1656505872459368,1,0.2681016469791199
A dog is jumping playing with a ball that has broken.,A doberman pops the ball that he plays with white jumping through the air.,1,132735,0.27415136668060136,1,0.2681016469791199
People walking around in a city.,People outdoors walking.,0,137470,0.36752017173325524,2,0.2680009929392166
People walking around in a city.,People walking to the park for a picnic.,2,137470,0.2824547864273144,1,0.2680009929392166
People walking around in a city.,People having dental work done.,2,137470,0.15402802065708018,1,0.2680009929392166
A gardener in a blue jumpsuit and pink gloves is kneeling in the bushes.,The gardener is reaching high to trim a tall tree branch.,2,2652,0.20882656155270873,1,0.267516828660548
A gardener in a blue jumpsuit and pink gloves is kneeling in the bushes.,There is a person in the plants.,0,2652,0.30219299968722724,2,0.267516828660548
A gardener in a blue jumpsuit and pink gloves is kneeling in the bushes.,A gardener is pruning his bushes.,1,2652,0.29153092474170805,2,0.267516828660548
A brown puppy walking through the snow.,A dog walking on a sunny day.,2,58931,0.19065226791645062,1,0.2667623859845025
A brown puppy walking through the snow.,A dog in the 2 foot high snow.,1,58931,0.265412621614552,1,0.2667623859845025
A brown puppy walking through the snow.,A dog in the snow.,0,58931,0.344222268422505,2,0.2667623859845025
Three young women standing in front of a photo booth.,Three young people are standing by a photo booth.,0,173775,0.4684543565312783,3,0.266292178084772
Three young women standing in front of a photo booth.,Three ladies are eating a meal in the cafeteria.,2,173775,0.19520586405658383,1,0.266292178084772
Three young women standing in front of a photo booth.,Three ladies are waiting in line to get their pictures taken.,1,173775,0.13521631366645392,0,0.266292178084772
A group of people standing in front of a hut in a parking lot.,People are walking along the beach.,2,54240,0.09765763837145475,0,0.2648122013433915
A group of people standing in front of a hut in a parking lot.,People are looking at a hut.,1,54240,0.22543996145548034,1,0.2648122013433915
A group of people standing in front of a hut in a parking lot.,A group of people are standing.,0,54240,0.4713390042032395,3,0.2648122013433915
A woman holds a child as the look at a fish aquarium.,Two men holding hands look at fish at an aquarium.,2,20895,0.31819056848759175,2,0.2645729841080188
A woman holds a child as the look at a fish aquarium.,People looking at fish at an aquarium.,0,20895,0.2916495546371139,2,0.2645729841080188
A woman holds a child as the look at a fish aquarium.,A mom holding her son while looking at fish together.,1,20895,0.18387882919935078,1,0.2645729841080188
A group of people stand in front of a large apartment building.,There wasn't a sole outside.,2,83081,0.075,0,0.2637532793910179
A group of people stand in front of a large apartment building.,The people all live in the apartment building.,1,83081,0.3045916526867607,2,0.2637532793910179
A group of people stand in front of a large apartment building.,A group of people are in a big city.,1,83081,0.411668185486293,2,0.2637532793910179
a boy in a purple shirt is playing with a toy ans another young boy in a blue shirt is watching him.,A boy in a blue shirt playing with his toy.,0,155349,0.540940788500809,3,0.26358617779603727
a boy in a purple shirt is playing with a toy ans another young boy in a blue shirt is watching him.,The boys are friends.,1,155349,0.03,0,0.26358617779603727
a boy in a purple shirt is playing with a toy ans another young boy in a blue shirt is watching him.,A boy is trying to observe if another boy is selfish or not,1,155349,0.21981774488730277,1,0.26358617779603727
The man wearing black makes a face as the woman across from him speaks.,man welcomes a woman at a restaurant,2,131645,0.15989374296808545,1,0.2627681808620606
The man wearing black makes a face as the woman across from him speaks.,black man makes faces to a woman,1,131645,0.2993689961565147,2,0.2627681808620606
The man wearing black makes a face as the woman across from him speaks.,man makes a face to a woman,0,131645,0.32904180346158174,2,0.2627681808620606
Behind the fence spectators are looking at the golfer with the club in his hand.,The people are watching the alligator.,2,76549,0.25626636916573015,1,0.2620673498281337
Behind the fence spectators are looking at the golfer with the club in his hand.,The people are watching the golfer.,0,76549,0.3329270473093644,2,0.2620673498281337
Behind the fence spectators are looking at the golfer with the club in his hand.,The golfer is going to have a hole in one shot.,1,76549,0.19700863300930643,1,0.2620673498281337
A blond man looking rather lost at a music festival.,Man smiling of joy,2,155213,0.08562569334579398,0,0.2620594935735447
A blond man looking rather lost at a music festival.,Man looking for his daughter,1,155213,0.16865731875977374,1,0.2620594935735447
A blond man looking rather lost at a music festival.,Man smiling of joy,2,155213,0.08562569334579398,0,0.2620594935735447
A blond man looking rather lost at a music festival.,Man looking for his daughter,1,155213,0.16865731875977374,1,0.2620594935735447
A blond man looking rather lost at a music festival.,Man lost at a festival,0,155213,0.5318954686150663,3,0.2620594935735447
A blond man looking rather lost at a music festival.,Man lost at a festival,0,155213,0.5318954686150663,3,0.2620594935735447
A bride tossing her bouquet to a group of women.,The bride kicks the bouquet to a group of women.,2,54676,0.5909438256086866,4,0.261261588648888
A bride tossing her bouquet to a group of women.,women at a funeral,2,54676,0.14668709418413117,1,0.261261588648888
A bride tossing her bouquet to a group of women.,A woman throws flowers,0,54676,0.046153846153846156,0,0.261261588648888
A man in a bright orange shirt scales a slate colored rock wall face.,A man escapes prison.,1,178802,0.1594624860476772,1,0.2612499114334575
A man in a bright orange shirt scales a slate colored rock wall face.,A man wears a blue shirt.,2,178802,0.23374221677052026,1,0.2612499114334575
A man in a bright orange shirt scales a slate colored rock wall face.,A man scales a wall.,0,178802,0.3905450314821751,2,0.2612499114334575
The two church officials wear black robes and purple hats.,two officials wear hats,0,24044,0.4191133294720869,2,0.26117050501535577
The two church officials wear black robes and purple hats.,one official wearing a hat,-1,24044,0.0,0,0.26117050501535577
The two church officials wear black robes and purple hats.,two older officials wear hats,1,24044,0.3643981855739804,2,0.26117050501535577
A man is sitting in a chair fishing.,A man fishing,0,83119,0.4047745666095929,2,0.2609776226252997
A man is sitting in a chair fishing.,A man watching tv,2,83119,0.17451053657563456,1,0.2609776226252997
A man is sitting in a chair fishing.,A man relaxing,1,83119,0.2036477646906718,1,0.2609776226252997
A man in a blue t-shirt is speaking into a blow horn towards a large group of people with bicycles.,The man knows the large group of people on bicycles.,1,143330,0.3119312260973151,2,0.2608310907172298
A man in a blue t-shirt is speaking into a blow horn towards a large group of people with bicycles.,The man with the blow horn speaks in front of the crowd.,0,143330,0.27768261771364966,1,0.2608310907172298
A man in a blue t-shirt is speaking into a blow horn towards a large group of people with bicycles.,A man is shouting directions at cyclists in a race.,1,143330,0.19287942834072463,1,0.2608310907172298
Brown dog chases after yellow ball in park,The brown dog is chasing a stick.,2,17912,0.15402473099033231,1,0.26045712966592494
Brown dog chases after yellow ball in park,The brown dog is in a park.,0,17912,0.36448282202704746,2,0.26045712966592494
Brown dog chases after yellow ball in park,The brown dog is in the park while it is raining.,1,17912,0.26286383598039503,1,0.26045712966592494
A young woman fingers her necklace.,A young woman is wearing a necklace.,0,40695,0.5059787009216339,3,0.26041887455785956
A young woman fingers her necklace.,A woman is bored and has a bit of toying with accessories.,1,40695,0.1434391249374763,1,0.26041887455785956
A young woman fingers her necklace.,A woman is at the bar looking for a guy to use for money.,2,40695,0.1318387978144685,0,0.26041887455785956
A girl with brown hair and wearing a gray sweater is reading a sheet of paper in a classroom.,A girl proof reading a paper,1,101525,0.23744086731602576,1,0.25966308953824796
A girl with brown hair and wearing a gray sweater is reading a sheet of paper in a classroom.,A girl has brown hair.,0,101525,0.2707742006493591,1,0.25966308953824796
A girl with brown hair and wearing a gray sweater is reading a sheet of paper in a classroom.,A girl has gray hair.,2,101525,0.2707742006493591,1,0.25966308953824796
A little kid is practicing his golf skills with his grandfather.,A child is practicing a sport with a family member.,0,26129,0.27973330522112094,1,0.25946011381375356
A little kid is practicing his golf skills with his grandfather.,A girl is having tea with her grandmother.,2,26129,0.19977141847994104,1,0.25946011381375356
A little kid is practicing his golf skills with his grandfather.,A boy is positioned correctly by his grandfather to make the golf swing.,1,26129,0.29887561774019866,2,0.25946011381375356
Father and son taking a break and checking out the water.,Son and Father hard at work outside.,2,163714,0.2746929996872272,1,0.2589167665472453
Father and son taking a break and checking out the water.,People by water.,0,163714,0.13001637776763217,0,0.2589167665472453
Father and son taking a break and checking out the water.,A son and father see if there are any fish in the water.,1,163714,0.37204092218687657,2,0.2589167665472453
"A skier in a ski suit is skiing downhill, near a fence.",A snowboarder is doing a trick.,2,129020,0.15707915867450822,1,0.2583142541688914
"A skier in a ski suit is skiing downhill, near a fence.",A skiier is skiing in a race.,1,129020,0.3323927364386764,2,0.2583142541688914
"A skier in a ski suit is skiing downhill, near a fence.",A skiier is skiing.,0,129020,0.2854708673934897,1,0.2583142541688914
A man in an old suit holding up a protest sign in a crowd of people.,The man is holding up a green sign.,1,135624,0.3118855243811406,2,0.25793344224176984
A man in an old suit holding up a protest sign in a crowd of people.,The man is wearing a tuxedo.,2,135624,0.12504580618765432,0,0.25793344224176984
A man in an old suit holding up a protest sign in a crowd of people.,The man is holding up a sign.,0,135624,0.33686899615651467,2,0.25793344224176984
"A man in a military uniform stands next to what appears to be a military k-9 dog, with a loudspeaker in the foreground, and other military personnel and military vehicles in the background.",A man is standing next to a monkey.,2,4144,0.16552472337106505,1,0.25744984909789115
"A man in a military uniform stands next to what appears to be a military k-9 dog, with a loudspeaker in the foreground, and other military personnel and military vehicles in the background.",A dog in a military uniform walks his human through a barren landscape.,2,4144,0.22345734851574478,1,0.25744984909789115
"A man in a military uniform stands next to what appears to be a military k-9 dog, with a loudspeaker in the foreground, and other military personnel and military vehicles in the background.",A military man stands next to a dog.,0,4144,0.38336747540686367,2,0.25744984909789115
A woman looking at a man's computer screen.,A man chopping vegetables.,2,65420,0.21814690021199817,1,0.25597769746341403
A woman looking at a man's computer screen.,A woman teaching a man basic computer skills.,0,65420,0.384438770910503,2,0.25597769746341403
A woman looking at a man's computer screen.,A woman having a conversation with her colleague.,1,65420,0.16534742126774088,1,0.25597769746341403
Chubby redhead child reads birthday card.,man plays basketball,2,148553,0.0,0,0.2555173114864784
Chubby redhead child reads birthday card.,child celbrates birthday,1,148553,0.2775136087015117,1,0.2555173114864784
Chubby redhead child reads birthday card.,child reads card,0,148553,0.48903832575792344,3,0.2555173114864784
A woman in a green top is lifting a metal bowl off of the stove.,The woman is chubby,1,78091,0.23802348761652686,1,0.25530039096352625
A woman in a green top is lifting a metal bowl off of the stove.,The woman is writing a note,2,78091,0.24985419765752492,1,0.25530039096352625
A woman in a green top is lifting a metal bowl off of the stove.,A woman is lifting something,0,78091,0.2780234876165269,1,0.25530039096352625
People are in a Farmer's Market browsing.,The people are browsing at the market.,0,46489,0.4250538859181173,2,0.255284869868254
People are in a Farmer's Market browsing.,The people are at the bank.,2,46489,0.2183104452760466,1,0.255284869868254
People are in a Farmer's Market browsing.,The men are looking for tools.,1,46489,0.12249027841059804,0,0.255284869868254
Band playing in front of a small crowd outside.,A concert is for charity.,1,1309,0.0857142857142857,0,0.2551370579974592
Band playing in front of a small crowd outside.,A band plays music outside.,0,1309,0.2881152602247319,2,0.2551370579974592
Band playing in front of a small crowd outside.,A band plays to a crowd of different ages outside.,1,1309,0.3915816280533601,2,0.2551370579974592
"A group of people including a nun, a lady, and a man are holding a piece of paper in front of a table with food.",A group o fpeople are eating dinner,1,175373,0.11625954177089967,0,0.2546492379462288
"A group of people including a nun, a lady, and a man are holding a piece of paper in front of a table with food.",A group of people are playing charades.,1,175373,0.3022985406357855,2,0.2546492379462288
"A group of people including a nun, a lady, and a man are holding a piece of paper in front of a table with food.",There is a nun in a group of people.,0,175373,0.3453896314320012,2,0.2546492379462288
A young man getting ready to hit a can with a orange and purple bat.,That man is angry.,1,72611,0.10246924001918543,0,0.25403788406823874
A young man getting ready to hit a can with a orange and purple bat.,The young man getting ready to hit the can is asian.,1,72611,0.43932998082819236,3,0.25403788406823874
A young man getting ready to hit a can with a orange and purple bat.,That man has a bat.,0,72611,0.22031443135733847,1,0.25403788406823874
A man in a yellow shirt and jeans is walking down the street drinking a beverage from a bottle.,A man strolls down a sunny street drinking a 7-Up,1,181084,0.2501208184987876,1,0.2535593327460847
A man in a yellow shirt and jeans is walking down the street drinking a beverage from a bottle.,A woman dances beside a mountain stream,2,181084,0.02727272727272727,0,0.2535593327460847
A man in a yellow shirt and jeans is walking down the street drinking a beverage from a bottle.,A man is walking down the street.,0,181084,0.48328445246673934,3,0.2535593327460847
a young girl and two friends are playing.,The young girl is playing with boys.,1,2185,0.2946937094853938,2,0.2532010941133409
a young girl and two friends are playing.,The young girl is human.,0,2185,0.23245478642731443,1,0.2532010941133409
a young girl and two friends are playing.,The young girl is studying.,2,2185,0.23245478642731443,1,0.2532010941133409
"A baseball player up to bat wearing a white uniform with a red baseball helmet, hoping for a hit to get him to first base at least.",The little league baseball player was up to bat and hoping to get to first base.,1,158060,0.42928036451804225,3,0.2526729279319561
"A baseball player up to bat wearing a white uniform with a red baseball helmet, hoping for a hit to get him to first base at least.",The baseball player prepared to hit the ball.,0,158060,0.21839911861862782,1,0.2526729279319561
"A baseball player up to bat wearing a white uniform with a red baseball helmet, hoping for a hit to get him to first base at least.",The player in the blue uniform scored a touchdown.,2,158060,0.11033930065919823,0,0.2526729279319561
Two boys one wearing a yellow shirt and the other wearing a white sleeveless shirt working at a workbench.,Two boys are working at a workbench.,0,122650,0.3757418932435737,2,0.25151356520631896
Two boys one wearing a yellow shirt and the other wearing a white sleeveless shirt working at a workbench.,Two boys are working at a workbench.,0,122650,0.3757418932435737,2,0.25151356520631896
Two boys one wearing a yellow shirt and the other wearing a white sleeveless shirt working at a workbench.,The boys are working on a chair for their mother.,1,122650,0.1878465582607957,1,0.25151356520631896
Two boys one wearing a yellow shirt and the other wearing a white sleeveless shirt working at a workbench.,The boys are sitting at the dinner table.,2,122650,0.1909522441145875,1,0.25151356520631896
Two boys one wearing a yellow shirt and the other wearing a white sleeveless shirt working at a workbench.,The boys are working on a chair for their mother.,1,122650,0.1878465582607957,1,0.25151356520631896
Two boys one wearing a yellow shirt and the other wearing a white sleeveless shirt working at a workbench.,The boys are sitting at the dinner table.,2,122650,0.1909522441145875,1,0.25151356520631896
"The family is out on vacation the oldest son is being goofy with his soda on his head, while the mom smiles.",The family is having time together.,0,76573,0.21891030023869837,1,0.25144185861826146
"The family is out on vacation the oldest son is being goofy with his soda on his head, while the mom smiles.",The family is busy at work and school.,2,76573,0.1914335873288794,1,0.25144185861826146
"The family is out on vacation the oldest son is being goofy with his soda on his head, while the mom smiles.",The family is on vacation to Paris.,1,76573,0.34398168828720666,2,0.25144185861826146
A marketplace selling many different items.,Different items are sold at the marketplace.,0,73678,0.3560386745970401,2,0.2502110815169669
A marketplace selling many different items.,Buy different items at the mall.,2,73678,0.25394230203741003,1,0.2502110815169669
A marketplace selling many different items.,Chairs are sold at the marketplace.,1,73678,0.1406522679164506,0,0.2502110815169669
A professional bicyclist wearing a yellow shirt and black shorts rides by an old building.,The bike rider is wearing a yellow shirt.,0,159293,0.2340884476868095,1,0.25015476482798393
A professional bicyclist wearing a yellow shirt and black shorts rides by an old building.,A person rides past a building wearing yellow and black.,0,159293,0.4532179520603002,3,0.25015476482798393
A professional bicyclist wearing a yellow shirt and black shorts rides by an old building.,A person is riding a bike.,0,159293,0.0631578947368421,0,0.25015476482798393
Two men in hard hats clean a surface.,Two guys with yellow hard hats scrub a counter.,1,7074,0.3155694940921841,2,0.25012589519307454
Two men in hard hats clean a surface.,Three lady's with no safety equipment walk through a field.,2,7074,0.0631578947368421,0,0.25012589519307454
Two men in hard hats clean a surface.,Men with safety hats wash a surface.,0,7074,0.3716502967501974,2,0.25012589519307454
A pregnant woman with her hands folded over her belly.,A pregnant woman rests her arms on her stomach.,0,29840,0.37583442707891157,2,0.249176567787714
A pregnant woman with her hands folded over her belly.,A man gets his ear pierced.,2,29840,0.08,0,0.249176567787714
A pregnant woman with her hands folded over her belly.,A pregnant woman waits to hear news from her doctor.,1,29840,0.29169527628423036,2,0.249176567787714
"A woman with long dark hair is walking on a sidewalk past some tall buildings, while two other people walk across the street with their dog.",People walking.,0,161950,0.14970863946473553,1,0.2489740618459211
"A woman with long dark hair is walking on a sidewalk past some tall buildings, while two other people walk across the street with their dog.",A woman riding a bike while two other people skateboard with their cat.,2,161950,0.3085177387156042,2,0.2489740618459211
"A woman with long dark hair is walking on a sidewalk past some tall buildings, while two other people walk across the street with their dog.",A woman walks to work while two other people exercise their dog.,1,161950,0.2886958073574237,2,0.2489740618459211
A stewardess reviews safety procedures on a plane.,A stewardess is on a plane.,0,1150,0.5134035342641292,3,0.2489709816792409
A stewardess reviews safety procedures on a plane.,The woman is on a boat.,2,1150,0.19065226791645062,1,0.2489709816792409
A stewardess reviews safety procedures on a plane.,The lady is headed to Taiwan.,1,1150,0.04285714285714285,0,0.2489709816792409
Two men greet each other with a hug.,Two men see each other,0,3573,0.4477551973251662,3,0.24813473226991775
Two men greet each other with a hug.,Two men are fighting,2,3573,0.204252146944214,1,0.24813473226991775
Two men greet each other with a hug.,The men are brothers,1,3573,0.092396852540373,0,0.24813473226991775
Man in purple shorts and shirt is running in a race with onlookers located to his right.,The man in shorts is running a race.,0,118893,0.4582662928655731,3,0.24746770714818464
Man in purple shorts and shirt is running in a race with onlookers located to his right.,The runner is in first place.,1,118893,0.15456550813087971,1,0.24746770714818464
Man in purple shorts and shirt is running in a race with onlookers located to his right.,The race is full of zombies.,2,118893,0.12957132044810113,0,0.24746770714818464
A group a young children with some adults bundled up for cold weather outside of a multicolored bounce house.,Some families attend a Christmas party with a bounce house.,1,46438,0.2517516238610955,1,0.24728348921271703
A group a young children with some adults bundled up for cold weather outside of a multicolored bounce house.,Some children and adults are outside a bounce house.,0,46438,0.389923108023589,2,0.24728348921271703
A group a young children with some adults bundled up for cold weather outside of a multicolored bounce house.,Some families are at a pool party.,2,46438,0.10017573575346662,0,0.24728348921271703
An extremely skilled man surfing a gigantic wave in the ocean.,The skilled man is in the great outdoors.,0,156240,0.3397191845470496,2,0.2468801819951253
An extremely skilled man surfing a gigantic wave in the ocean.,The skilled man is performing tricks on his board.,1,156240,0.20924024706871297,1,0.2468801819951253
An extremely skilled man surfing a gigantic wave in the ocean.,The man is asleep on the beach.,2,156240,0.1916811143696133,1,0.2468801819951253
A woman is talking on a cellphone on the curb in front of a restaurant.,the woman is brazilian,1,143716,0.2367571555233705,1,0.24655476861615422
A woman is talking on a cellphone on the curb in front of a restaurant.,a woman is talking,0,143716,0.32393760294635576,2,0.24655476861615422
A woman is talking on a cellphone on the curb in front of a restaurant.,the woman is sleeping inrio de janeiro,2,143716,0.1789695473787364,1,0.24655476861615422
A man is walking in front of a pink hotel holding a yellow bag.,The man is in front of the dog grooming salon.,2,125727,0.32404668225045713,2,0.246532654113551
A man is walking in front of a pink hotel holding a yellow bag.,The man is outside.,0,125727,0.19374221677052025,1,0.246532654113551
A man is walking in front of a pink hotel holding a yellow bag.,The man is going to the hotel.,1,125727,0.2218090633196756,1,0.246532654113551
A man in a white and blue kimono is using a broom to sweep pavement.,A man is sweeping the cement.,0,126972,0.20210213266573893,1,0.24652952636167058
A man in a white and blue kimono is using a broom to sweep pavement.,A man in Japanese attire is sweeping the sidewalk.,1,126972,0.23125786749289054,1,0.24652952636167058
A man in a white and blue kimono is using a broom to sweep pavement.,A man is sweeping the cement.,0,126972,0.20210213266573893,1,0.24652952636167058
A man in a white and blue kimono is using a broom to sweep pavement.,The man dressed in blue and white sweeps the ground.,0,126972,0.3062285789263823,2,0.24652952636167058
A man in a white and blue kimono is using a broom to sweep pavement.,A man in Japanese attire is sweeping the sidewalk.,1,126972,0.23125786749289054,1,0.24652952636167058
A man in a white and blue kimono is using a broom to sweep pavement.,The man dressed in blue and white sweeps the ground.,0,126972,0.3062285789263823,2,0.24652952636167058
A young boy wearing a black and red dress shirt frowns as he gazes off.,A young boy eating ice cream,2,92512,0.15833463675889065,1,0.24635638145459185
A young boy wearing a black and red dress shirt frowns as he gazes off.,A young boy frowns,0,92512,0.305244004773255,2,0.24635638145459185
A young boy wearing a black and red dress shirt frowns as he gazes off.,A young boy frowns as his team lost,1,92512,0.27549050283162996,1,0.24635638145459185
A girl wearing pink goggles is underwater as water escapes in the form of bubbles from her mouth and nose.,A girl is underwater.,0,76719,0.26063108634765675,1,0.2461895530921562
A girl wearing pink goggles is underwater as water escapes in the form of bubbles from her mouth and nose.,The girl is wearing black goggles.,2,76719,0.29615441148703137,2,0.2461895530921562
A girl wearing pink goggles is underwater as water escapes in the form of bubbles from her mouth and nose.,A girl is looking for sea creatures underwater.,1,76719,0.18178316144178053,1,0.2461895530921562
Several young women are preparing to play or practice volleyball on a indoor volleyball court while coaches are seated nearby.,The several young women are related.,1,138665,0.25701471861993064,1,0.24607272470105915
Several young women are preparing to play or practice volleyball on a indoor volleyball court while coaches are seated nearby.,Several young women are preparing to play.,0,138665,0.45511649896150774,3,0.24607272470105915
Several young women are preparing to play or practice volleyball on a indoor volleyball court while coaches are seated nearby.,The Dodgers playing the Mets.,2,138665,0.02608695652173913,0,0.24607272470105915
One man doing stunts while onlookers watch him.,A man doing stunts,0,18629,0.3730718642598658,2,0.24518730108661538
One man doing stunts while onlookers watch him.,A man fighting  while other watching him,1,18629,0.2503927645588536,1,0.24518730108661538
One man doing stunts while onlookers watch him.,A man talking with other man,2,18629,0.11209727444112676,0,0.24518730108661538
A man and woman dressed in costume pose for the camera.,The actors participate in a photo opportunity for the press.,1,135199,0.2743593545135597,1,0.24477583654786428
A man and woman dressed in costume pose for the camera.,Twp people pose in costume for a photo.,0,135199,0.36755309099723543,2,0.24477583654786428
A man and woman dressed in costume pose for the camera.,No cameras were allowed on the set.,2,135199,0.09241506413279768,0,0.24477583654786428
A little dog is leaping through the air over a snowy field.,Dog is chasing rats in the barn,2,75065,0.2011000537223639,1,0.24460428449223767
A little dog is leaping through the air over a snowy field.,A Dog runs across the snowy field,0,75065,0.3568058860189695,2,0.24460428449223767
A little dog is leaping through the air over a snowy field.,Dog is playing with its owner on the fields,1,75065,0.17590691373537964,1,0.24460428449223767
Two construction workers are digging up pavement on a road.,Two workers are working on a road.,0,109913,0.5608289903317384,3,0.24389291555332138
Two construction workers are digging up pavement on a road.,taxis are driven by professionals along a road,2,109913,0.1708497563282258,1,0.24389291555332138
Two construction workers are digging up pavement on a road.,men work outside,1,109913,0.0,0,0.24389291555332138
"A person stands wearing sunglasses, a boat and two cameras.",Person cooking dinner for a group of people.,2,123428,0.1348586806413444,0,0.24369412225382858
"A person stands wearing sunglasses, a boat and two cameras.",This person has a hat on.,1,123428,0.15481778717001687,1,0.24369412225382858
"A person stands wearing sunglasses, a boat and two cameras.","Person wearing glasses, with two cameras.",0,123428,0.44140589895012444,3,0.24369412225382858
A man in shorts and a dark shirt wearing a hat over his eyes is selling watermelons,The man is wearing pants,2,28830,0.19741327768288455,1,0.24312745740219385
A man in shorts and a dark shirt wearing a hat over his eyes is selling watermelons,A man is selling watermelons,0,28830,0.3641450579808739,2,0.24312745740219385
A man in shorts and a dark shirt wearing a hat over his eyes is selling watermelons,The man is skilled at selling things,1,28830,0.16782403654282307,1,0.24312745740219385
A sheepdog is being looked over by judges at a dog show.,The dog is sleeping on his mat.,2,132229,0.1608997947635214,1,0.24303816301509404
A sheepdog is being looked over by judges at a dog show.,The dog is outdoors.,1,132229,0.20629716463886116,1,0.24303816301509404
A sheepdog is being looked over by judges at a dog show.,A dog is being judge.,0,132229,0.36191752964289947,2,0.24303816301509404
A man is examining a bicycle tire while a group of 4 people watch him.,The man is watching the birds in the park.,2,159947,0.12892858360283754,0,0.24300790236109449
